customer_id,gender,birth_year,jan_1,jan_2,jan_3,jan_4,feb_1,feb_2,feb_3,feb_4,mar_1,mar_2,mar_3,mar_4,apr_1,apr_2,apr_3,apr_4,may_1,may_2,may_3,may_4,jun_1,jun_2,jun_3,jun_4,jul_1,jul_2,jul_3,jul_4,aug_1,aug_2,aug_3,aug_4,sep_1,sep_2,sep_3,sep_4,oct_1,oct_2,oct_3,oct_4,nov_1,nov_2,nov_3,nov_4,dec_1,dec_2,dec_3,dec_4,churn_1,churn_2,churn_3,churn_4,churn_5,churn_6,churn_7,churn_8,churn_9,churn_10,dec_churn
169212,female,1980,100,0,2462.14,1,100,0,9062.05,4,3254.98,2,5518.48,3,100,0,7666.06,3,2965,1,11725,5,1850.5,1,3289.29,2,100,0,10144,5,1673.5,1,10788.04,6,2689,1,3503.5,2,3394,2,13451.4,5,2564.5,1,4102.3,3,3809.5,1,10702.63,3,,,,,,,,,,,
174861,female,1969,1013.2,1,22446.49,11,100,0,24626.89,6,1075,1,7176.28,5,485.5,1,5927.34,6,100,0,24055.84,5,1615,1,19162.17,6,532,1,6664.32,5,1522.87,2,13654.42,6,3692.77,4,8590.99,7,988.63,1,11502.36,5,10917.7,2,31705.89,10,100,0,12929.5,4,,,,,,,,,,,
198521,male,1978,100,0,3835.42,2,100,0,3589,1,100,0,382.3,1,1750,1,5155,2,1515.69,2,5623.27,5,2024.49,2,8326.42,6,711.22,1,8016.45,5,,,,,1912.72,3,2705.61,5,2202.34,2,12921.95,9,4174.96,3,5674.42,4,4715.82,1,9649.65,4,,,,,,,,,,,
206454,male,1965,7098.43,3,20802.93,11,14669.74,5,24796.17,12,9775.42,3,21909.18,11,6326.55,4,12711.84,8,8520.41,4,19601.31,10,6703.08,3,19854.3,8,14838.76,4,20510.38,7,11223.47,4,18375.48,9,7426.93,3,12358.57,7,4502.08,3,13348.62,7,5270.68,3,12738.51,7,3477.1,1,11082.06,7,,,,,,,,,,,
218494,male,1959,,,,,,,,,,,,,4762.54,1,14144.06,2,10079.44,1,10079.44,1,,,,,6458.18,1,6458.18,1,,,,,797.5,1,797.5,1,,,,,100,0,625,2,,,,,,,,,,,,,,,
247866,female,1970,23454.1,3,24391.48,4,29679.11,4,40398.93,8,28088.17,4,31922.59,5,24035.94,3,29006.94,4,33154.02,4,35010.66,6,36074.59,4,42688.39,6,25446.36,3,30348.5,5,33923.67,5,37694.01,7,41593.8,6,45824.62,8,34801.45,6,41820.01,10,34012.12,5,41302.57,8,43547.7,5,48900.76,7,,,,,,,,,,,
251259,male,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302384,male,1967,,,,,100,0,640,1,,,,,,,,,100,0,856.51,1,992.26,1,992.26,1,,,,,,,,,,,,,,,,,,,,,555.64,1,555.64,1,,,,,,,,,,,
306612,male,1989,559,1,1156,3,652,1,652,1,947.5,1,2365,2,760,1,760,1,,,,,775,1,1255,2,100,0,2725.75,2,100,0,775,1,1225,1,3035.5,3,1553.5,1,1553.5,1,100,0,1211.5,1,2315.5,3,3346.15,5,,,,,,,,,,,
322933,male,1970,,,,,100,0,490,1,100,0,6832.2,5,1682.5,1,14316.45,2,100,0,8613.52,2,100,0,652,1,,,,,100,0,1192,1,100,0,7605.4,6,,,,,100,0,538.75,1,,,,,,,,,,,,,,,
325521,female,1962,1631.86,2,54828.06,7,4186,2,48178.83,8,58818.28,5,80847.46,9,100,0,34497.25,7,23350.99,3,49295.44,9,24799.09,3,42684.31,9,46970.91,4,55678.98,9,8065.33,4,40203.25,8,9370.15,1,19337.01,13,1285,3,13605.04,7,2339.95,1,7205.59,3,1694.5,1,18076.3,5,,,,,,,,,,,
330557,male,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,5528.5,1,,,,,,,,,,,,,,,,,,,,,,,
341337,male,1971,25491.58,2,32702.68,29,38648.62,3,46827.16,24,75186.94,4,81241.86,25,100,0,8882.74,25,2565.07,5,62262.77,27,4395.91,3,50889.94,11,46152.55,5,53399.98,14,6083.95,4,61240.54,12,51694.3,2,58711.41,9,3601.45,2,60751.18,10,50350.51,4,59336.22,11,2109.22,6,67291.53,15,,,,,,,,,,,
348880,female,1946,,,,,100,0,18520.9,2,100,0,2801.62,1,100,0,18666.9,1,24072.61,2,38137.45,4,100,0,9616.18,3,100,0,16441.39,3,100,0,44177.17,3,,,,,10180.89,1,31409.35,3,7465.34,1,7465.34,1,932.14,1,52717.09,4,,,,,,,,,,,
370966,female,1949,,,,,100,0,6066.19,2,100,0,2378.95,1,100,0,7613.32,1,,,,,,,,,100,0,6740.98,2,,,,,100,0,7215.94,2,100,0,4867.27,1,,,,,5799.51,2,17096.55,4,,,,,,,,,,,
378800,female,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,8891.71,1,3129.88,3,14534.49,9,,,,,,,,,,,,,,,,,,,,,,,
379295,male,1957,1969.27,2,2819.89,4,100,0,1912.27,1,100,0,655,1,100,0,7503.31,5,100,0,3784.42,1,1211.5,1,3371.5,3,100,0,1504,1,7792.81,2,8984.1,4,,,,,,,,,2542,2,4918,6,1223.5,1,3408.79,4,,,,,,,,,,,
411538,male,1978,5833.42,1,5833.42,1,7973.72,1,14317.22,4,5834.31,3,5834.31,3,2109.6,1,2109.6,1,10244.34,2,13447.35,3,20276.8,3,20276.8,3,5853.48,1,5853.48,1,6006.19,1,10011.46,3,9604.14,2,13031.99,3,6721.34,1,12617.76,2,100,0,4612.36,1,100,0,11091.78,2,,,,,,,,,,,
426832,female,1964,,,,,100,0,1581.64,1,,,,,100,0,2202.67,1,,,,,100,0,4957,1,100,0,9168.37,3,100,0,8036.04,2,100,0,8535.39,3,4583.37,1,4583.37,1,100,0,2497.78,1,100,0,3413.04,1,,,,,,,,,,,
436199,female,1978,100,0,19241.97,9,100,0,21136.96,10,3220.75,3,9203.94,7,3304.81,2,15128.79,6,100,0,11326.66,3,3261.34,1,29058.52,9,2859.07,2,30364.84,11,8919.67,2,38177.59,11,3374.65,2,22411.75,7,1662.64,1,18403.18,10,392.5,1,15183.7,6,27240.19,4,38716.81,9,,,,,,,,,,,
454613,female,1951,5057.5,1,5057.5,1,,,,,,,,,,,,,100,0,3593.71,2,100,0,6492.49,1,100,0,3939.63,1,2144.89,1,2144.89,1,,,,,,,,,,,,,100,0,1723,1,,,,,,,,,,,
455292,female,1967,624.34,1,624.34,1,,,,,100,0,497.62,1,,,,,,,,,,,,,100,0,925.36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477441,female,1985,,,,,3280,1,3355,2,100,0,542.5,3,100,0,190,1,100,0,1013.5,3,505,2,685,3,1420,3,4975,6,,,,,100,0,2009.5,1,,,,,100,0,1600,1,,,,,,,,,,,,,,,
486535,male,1983,940,1,21602.71,4,5112.28,2,10118.38,4,5269.32,1,10441.91,2,100,0,17450.08,2,5731.93,1,7808.93,2,1070.5,1,1220.5,2,1231,1,3526.84,2,902.5,1,902.5,1,1057.9,1,5619.7,4,2734.42,1,5358.48,2,100,0,18392.91,5,3395.79,1,8878.29,4,,,,,,,,,,,
487508,male,1972,,,,,,,,,,,,,100,0,11386.9,1,2117.5,1,2117.5,1,100,0,5282.5,2,100,0,7420,1,,,,,,,,,,,,,18341.5,1,20861.5,2,764.5,1,764.5,1,,,,,,,,,,,
536567,female,1981,100,0,531.47,1,100,0,1696.05,1,100,0,1582,1,10193.66,1,10941.45,2,,,,,,,,,,,,,,,,,,,,,160,1,160,1,,,,,,,,,,,,,,,,,,,
537471,male,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584454,male,1994,,,,,,,,,,,,,,,,,640,1,640,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588131,male,1988,2871.81,1,8763.58,5,1861.72,1,4062.22,2,3478.51,2,11435.43,6,4598.88,3,9684.46,5,6530.86,2,17008.03,10,2194,1,6176.7,4,3835.93,1,3835.93,1,19350.2,5,19350.2,5,9470.92,4,9470.92,4,9144.19,3,9144.19,3,7400.8,2,7400.8,2,2324.26,2,6663.99,4,,,,,,,,,,,
591357,male,1987,,,,,100,0,292,1,,,,,100,0,482.5,1,2882.5,2,2882.5,2,100,0,546.97,1,,,,,,,,,484,1,1307.5,2,,,,,100,0,2050.9,1,,,,,,,,,,,,,,,
