customer_id,prob
169212,0.012739318
174861,0.016533374
198521,0.011391077
206454,0.006736052
247866,0.007950308
302384,0.500497359
306612,0.044539001
322933,0.248371983
325521,0.012156053
341337,0.009906292
348880,0.063258381
379295,0.044211766
411538,0.044536364
436199,0.006183198
454613,0.36035102
455292,0.821626869
477441,0.244473775
486535,0.012611944
536567,0.705142119
588131,0.019035497
597928,0.007587809
631935,0.028553662
692548,0.436884116
742413,0.049919351
769752,0.685142668
773926,0.134667523
799591,0.16422391
861008,0.299012391
863006,0.037752856
175028,0.008524818
201896,0.096469179
229350,0.009005292
235823,0.012156656
246107,0.006192307
285226,0.266629954
352226,0.007472026
430191,0.043056328
491172,0.610408516
491703,0.070314638
517200,0.458325669
543765,0.246295904
557305,0.09490948
568740,0.124053378
621424,0.584667703
693885,0.193648116
706551,0.788699555
757411,0.190112801
760857,0.20061109
775993,0.013145717
782301,0.815825466
934629,0.474846409
180050,0.035059827
199395,0.006783956
206659,0.614840958
219630,0.053568633
266606,0.073142225
295414,0.006527704
352138,0.099240022
357163,0.005610887
375392,0.036900456
428322,0.023819419
458822,0.011996214
459688,0.043905556
524138,0.008833902
560559,0.015042986
608772,0.117097929
654658,0.219016312
672987,0.014279349
703654,0.022611902
723997,0.098737534
749771,0.644337344
190964,0.134465497
209045,0.01050633
217362,0.04917654
237720,0.057997255
248065,0.007148525
254551,0.006593177
288325,0.087865618
292222,0.475398951
365179,0.015291395
372607,0.098788569
376742,0.042360713
393634,0.036324576
450720,0.00553722
455911,0.025470379
543438,0.011182972
550554,0.222498625
613966,0.800416009
628141,0.213866956
641253,0.275923054
779478,0.009607492
845428,0.00949676
853286,0.167798684
865111,0.280481386
872048,0.61248945
183292,0.017105461
203719,0.009966517
213344,0.014185216
218804,0.007013408
219622,0.568483166
251731,0.006549935
296718,0.012184193
319224,0.4403953
351063,0.00978994
385950,0.043592704
407607,0.008225514
412207,0.044437445
438854,0.009168039
463940,0.148071327
486086,0.033783672
491849,0.19951841
544445,0.058689062
583427,0.191458003
591475,0.023802266
621380,0.512823151
625269,0.281019388
692470,0.007535752
751293,0.005753209
788326,0.042815122
924083,0.242583546
176564,0.172089968
195187,0.071690329
196044,0.011863322
197929,0.009111232
224890,0.006391352
248103,0.005668869
276548,0.249484548
281852,0.030671167
343206,0.007206229
432939,0.011523732
448611,0.323192622
468083,0.029702205
516752,0.013356986
529877,0.031987938
563599,0.00705137
687810,0.007190953
864621,0.008271139
216326,0.010119953
238445,0.008846725
268710,0.006021389
276372,0.077567881
285032,0.006990565
291493,0.035118875
386724,0.012118717
408256,0.009502511
416694,0.008342462
435565,0.525156039
437522,0.073874142
462832,0.009107525
478617,0.007130594
516082,0.006495506
566620,0.433437516
568266,0.007355674
578755,0.010326278
621106,0.826355545
709744,0.325070532
729683,0.016580367
778436,0.589143676
843755,0.556407065
179494,0.006520791
182371,0.007544252
190799,0.010973302
244003,0.007896356
246692,0.036803045
269858,0.005916475
275042,0.009998509
289684,0.053091513
342998,0.012296285
375254,0.114625957
387338,0.008389075
401996,0.478056327
432833,0.021217574
438120,0.054345939
442374,0.011834913
448148,0.018352855
467128,0.005284386
477183,0.019691509
545870,0.203838765
563617,0.2308949
569886,0.140656336
581407,0.007137641
598516,0.097272794
662002,0.286398012
689024,0.483341883
713026,0.1392213
736004,0.010670668
760215,0.216150651
765234,0.357345194
782925,0.139075074
783900,0.035973296
802286,0.247909501
805594,0.006649193
203485,0.078397073
228275,0.008485022
229661,0.005522085
317800,0.25774954
334529,0.026718665
378382,0.029561872
454982,0.47686989
489196,0.012177241
553291,0.02018708
588463,0.128285755
596928,0.744652343
620255,0.180621838
650946,0.216084184
653954,0.541501833
724271,0.016711335
887882,0.206182131
179650,0.641103556
231857,0.048758111
236792,0.006417501
239886,0.020529451
262459,0.008735026
288015,0.008043803
301650,0.008253567
