customer_id,gender,birth_year,jan_1,jan_2,jan_3,jan_4,feb_1,feb_2,feb_3,feb_4,mar_1,mar_2,mar_3,mar_4,apr_1,apr_2,apr_3,apr_4,may_1,may_2,may_3,may_4,jun_1,jun_2,jun_3,jun_4,jul_1,jul_2,jul_3,jul_4,aug_1,aug_2,aug_3,aug_4,sep_1,sep_2,sep_3,sep_4,oct_1,oct_2,oct_3,oct_4,nov_1,nov_2,nov_3,nov_4,dec_1,dec_2,dec_3,dec_4,churn_1,churn_2,churn_3,churn_4,churn_5,churn_6,churn_7,churn_8,churn_9,churn_10,dec_churn
169212,female,1980.0,100.0,0.0,2462.14,1.0,100.0,0.0,9062.05,4.0,3254.98,2.0,5518.48,3.0,100.0,0.0,7666.06,3.0,2965.0,1.0,11725.0,5.0,1850.5,1.0,3289.29,2.0,100.0,0.0,10144.0,5.0,1673.5,1.0,10788.04,6.0,2689.0,1.0,3503.5,2.0,3394.0,2.0,13451.4,5.0,2564.5,1.0,4102.3,3.0,3809.5,1.0,10702.63,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174861,female,1969.0,1013.2,1.0,22446.49,11.0,100.0,0.0,24626.89,6.0,1075.0,1.0,7176.28,5.0,485.5,1.0,5927.34,6.0,100.0,0.0,24055.84,5.0,1615.0,1.0,19162.17,6.0,532.0,1.0,6664.32,5.0,1522.87,2.0,13654.42,6.0,3692.77,4.0,8590.99,7.0,988.63,1.0,11502.36,5.0,10917.7,2.0,31705.89,10.0,100.0,0.0,12929.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198521,male,1978.0,100.0,0.0,3835.42,2.0,100.0,0.0,3589.0,1.0,100.0,0.0,382.3,1.0,1750.0,1.0,5155.0,2.0,1515.69,2.0,5623.27,5.0,2024.49,2.0,8326.42,6.0,711.22,1.0,8016.45,5.0,0.0,0.0,0.0,0.0,1912.72,3.0,2705.61,5.0,2202.34,2.0,12921.95,9.0,4174.96,3.0,5674.42,4.0,4715.82,1.0,9649.65,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206454,male,1965.0,7098.43,3.0,20802.93,11.0,14669.74,5.0,24796.17,12.0,9775.42,3.0,21909.18,11.0,6326.55,4.0,12711.84,8.0,8520.41,4.0,19601.31,10.0,6703.08,3.0,19854.3,8.0,14838.76,4.0,20510.38,7.0,11223.47,4.0,18375.48,9.0,7426.93,3.0,12358.57,7.0,4502.08,3.0,13348.62,7.0,5270.68,3.0,12738.51,7.0,3477.1,1.0,11082.06,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218494,male,1959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4762.54,1.0,14144.06,2.0,10079.44,1.0,10079.44,1.0,0.0,0.0,0.0,0.0,6458.18,1.0,6458.18,1.0,0.0,0.0,0.0,0.0,797.5,1.0,797.5,1.0,0.0,0.0,0.0,0.0,100.0,0.0,625.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247866,female,1970.0,23454.1,3.0,24391.48,4.0,29679.11,4.0,40398.93,8.0,28088.17,4.0,31922.59,5.0,24035.94,3.0,29006.94,4.0,33154.02,4.0,35010.66,6.0,36074.59,4.0,42688.39,6.0,25446.36,3.0,30348.5,5.0,33923.67,5.0,37694.01,7.0,41593.8,6.0,45824.62,8.0,34801.45,6.0,41820.01,10.0,34012.12,5.0,41302.57,8.0,43547.7,5.0,48900.76,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251259,male,1977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
302384,male,1967.0,0.0,0.0,0.0,0.0,100.0,0.0,640.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,856.51,1.0,992.26,1.0,992.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.64,1.0,555.64,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
306612,male,1989.0,559.0,1.0,1156.0,3.0,652.0,1.0,652.0,1.0,947.5,1.0,2365.0,2.0,760.0,1.0,760.0,1.0,0.0,0.0,0.0,0.0,775.0,1.0,1255.0,2.0,100.0,0.0,2725.75,2.0,100.0,0.0,775.0,1.0,1225.0,1.0,3035.5,3.0,1553.5,1.0,1553.5,1.0,100.0,0.0,1211.5,1.0,2315.5,3.0,3346.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322933,male,1970.0,0.0,0.0,0.0,0.0,100.0,0.0,490.0,1.0,100.0,0.0,6832.2,5.0,1682.5,1.0,14316.45,2.0,100.0,0.0,8613.52,2.0,100.0,0.0,652.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,1192.0,1.0,100.0,0.0,7605.4,6.0,0.0,0.0,0.0,0.0,100.0,0.0,538.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
