customer_id,gender,birth_year,jan_1,jan_2,jan_3,jan_4,feb_1,feb_2,feb_3,feb_4,mar_1,mar_2,mar_3,mar_4,apr_1,apr_2,apr_3,apr_4,may_1,may_2,may_3,may_4,jun_1,jun_2,jun_3,jun_4,jul_1,jul_2,jul_3,jul_4,aug_1,aug_2,aug_3,aug_4,sep_1,sep_2,sep_3,sep_4,oct_1,oct_2,oct_3,oct_4,nov_1,nov_2,nov_3,nov_4,dec_1,dec_2,dec_3,dec_4,churn_1,churn_2,churn_3,churn_4,churn_5,churn_6,churn_7,churn_8,churn_9,churn_10,dec_churn
169212,female,1980,,,,,100,0,7895.58,3,,,,,,,,,,,,,1960.75,1,1960.75,1,,,,,1163.5,1,6243.27,2,4082.5,1,4082.5,1,1654,1,1654,1,100,0,4598.5,1,2063.46,1,3724.71,4,,,,,,,,,,,
174861,female,1969,2160.31,2,8731.09,6,100,0,6155.5,3,2355.25,2,22786.69,11,17331.51,5,39048.09,20,4256.71,4,20550.04,16,310,1,8436.45,11,12290.31,4,24188.53,9,15359.91,7,24099.49,16,1955.5,3,24357.36,12,14007.2,8,39255.16,18,1870,2,14792.43,12,14588.57,4,29399.16,20,,,,,,,,,,,
198521,male,1978,361,1,1483,3,1682.5,1,2824,3,100,0,6085.23,3,100,0,761.67,3,1320.25,3,9405.04,11,7967.5,1,14253.52,8,4574.55,2,11077.32,9,1078.84,2,2675.47,5,936.76,2,5172.76,7,855.24,2,7064.42,10,100,0,5237.16,4,505,1,4355.34,2,,,,,,,,,,,
206454,male,1965,4954.62,1,13716.61,7,3630.22,2,12095.13,6,100,0,6091.39,6,4301.04,2,15400.62,7,100,0,9869.29,5,5077.36,2,13098.54,6,5809.92,3,10617.06,6,9334.15,3,12020.26,6,100,0,7887.82,3,1905.25,1,8599.78,3,6083.58,2,6083.58,2,1860.15,1,6897.15,3,,,,,,,,,,,
218494,male,1959,,,,,,,,,100,0,7946.79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247866,female,1970,28725.77,4,39781.03,9,19757.5,3,23120.05,4,25146.84,5,30065.77,7,15618.25,2,36805.65,7,29610.93,5,50697,11,17358.42,3,32285.05,9,28255.84,5,41924.56,9,20839.65,3,41009.08,9,26853.34,5,31328.83,7,32512.61,4,35776.5,6,23898.91,3,31070.22,7,38162.37,5,38162.37,5,,,,,,,,,,,
251259,male,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10540.78,2,10540.78,2,,,,,,,,,,,
302384,male,1967,5003.17,5,5003.17,5,926.17,3,926.17,3,377.14,1,1885.15,4,617.26,1,2085.55,5,1194.66,3,1194.66,3,482.46,1,1754.46,3,100,0,561.25,3,100,0,724.38,1,6255.88,2,7501.89,5,100,0,438.01,2,100,0,205.52,1,3029.55,3,4112.39,6,,,,,,,,,,,
306612,male,1989,,,,,,,,,1013.5,1,1013.5,1,,,,,1537,1,1537,1,,,,,,,,,100,0,997,1,,,,,3272.5,2,5024.79,6,,,,,1141,2,1141,2,,,,,,,,,,,
322933,male,1970,,,,,100,0,15390.25,2,100,0,8835.69,6,2667.6,1,18585.2,7,100,0,4785.55,2,2417.43,2,23557.23,4,10848.57,1,16677.84,3,100,0,6504.94,2,100,0,16300.74,4,100,0,6252.27,4,6154,2,10530.45,3,4434.45,1,22112.04,10,,,,,,,,,,,
